START,Symbol,,Name,,LastSale,END,
{ s: ,DDD,| n: ,3D Systems Corporation,| v: ,8.71,},
{ s: ,TJX,| n: ,TJX Companies Inc. (The),| v: ,54.24,},
{ s: ,TOL,| n: ,Toll Brothers Inc.,| v: ,38.21,},
{ s: ,TR,| n: ,Tootsie Roll Industries Inc.,| v: ,38.96,},
{ s: ,BLD,| n: ,TopBuild Corp.,| v: ,83.56,},
{ s: ,TMK,| n: ,Torchmark Corporation,| v: ,88.24,},
{ s: ,TMK^C,| n: ,Torchmark Corporation,| v: ,26.4604,},
{ s: ,TTC,| n: ,Toro Company (The),| v: ,73.03,},
{ s: ,TD,| n: ,Toronto Dominion Bank (The),| v: ,55.38,},
{ s: ,SHLL,| n: ,Tortoise Acquisition Corp.,| v: ,9.68,},
{ s: ,SHLL.U,| n: ,Tortoise Acquisition Corp.,| v: ,n/a,},
{ s: ,SHLL.WS,| n: ,Tortoise Acquisition Corp.,| v: ,n/a,},
{ s: ,NDP,| n: ,Tortoise Energy Independence Fund Inc.,| v: ,8.63,},
{ s: ,TYG,| n: ,Tortoise Energy Infrastructure Corporation,| v: ,23.59,},
{ s: ,TEAF,| n: ,Tortoise Essential Assets Income Term Fund,| v: ,20.005,},
{ s: ,NTG,| n: ,Tortoise Midstream Energy Fund Inc.,| v: ,14.39,},
{ s: ,TTP,| n: ,Tortoise Pipeline & Energy Fund Inc.,| v: ,15.05,},
{ s: ,TPZ,| n: ,Tortoise Power and Energy Infrastructure Fund Inc,| v: ,18.49,},
{ s: ,TOT,| n: ,Total S.A.,| v: ,53.26,},
{ s: ,TSS,| n: ,Total System Services Inc.,| v: ,100.27,},
{ s: ,TOWR,| n: ,Tower International Inc.,| v: ,20.56,},
{ s: ,TSQ,| n: ,Townsquare Media Inc.,| v: ,6.2,},
{ s: ,TM,| n: ,Toyota Motor Corp Ltd Ord,| v: ,119.27,},
{ s: ,TPGH,| n: ,TPG Pace Holdings Corp.,| v: ,10.33,},
{ s: ,TPGH.U,| n: ,TPG Pace Holdings Corp.,| v: ,n/a,},
{ s: ,TPGH.WS,| n: ,TPG Pace Holdings Corp.,| v: ,n/a,},
{ s: ,TRTX,| n: ,TPG RE Finance Trust Inc.,| v: ,19.54,},
{ s: ,TSLX,| n: ,TPG Specialty Lending Inc.,| v: ,19.84,},
{ s: ,TAC,| n: ,TransAlta Corporation,| v: ,6.75,},
{ s: ,TCI,| n: ,Transcontinental Realty Investors Inc.,| v: ,31.93,},
{ s: ,TDG,| n: ,Transdigm Group Incorporated,| v: ,473.86,},
{ s: ,RIG,| n: ,Transocean Ltd.,| v: ,7.46,},
{ s: ,TGS,| n: ,Transportadora De Gas Sa Ord B,| v: ,11.61,},
{ s: ,TRU,| n: ,TransUnion,| v: ,66.03,},
{ s: ,TVPT,| n: ,Travelport Worldwide Limited,| v: ,15.5,},
{ s: ,TREC,| n: ,Trecora Resources,| v: ,9.96,},
{ s: ,TG,| n: ,Tredegar Corporation,| v: ,17.18,},
{ s: ,THS,| n: ,Treehouse Foods Inc.,| v: ,58.34,},
{ s: ,TREX,| n: ,Trex Company Inc.,| v: ,63.15,},
{ s: ,TY,| n: ,Tri Continental Corporation,| v: ,26.94,},
{ s: ,TY^,| n: ,Tri Continental Corporation,| v: ,52.7888,},
{ s: ,TPH,| n: ,TRI Pointe Group Inc.,| v: ,13.2,},
{ s: ,TRCO,| n: ,Tribune Media Company,| v: ,46.45,},
{ s: ,TRNE,| n: ,Trine Acquisition Corp.,| v: ,9.7299,},
{ s: ,TRNE.U,| n: ,Trine Acquisition Corp.,| v: ,n/a,},
{ s: ,TRNE.WS,| n: ,Trine Acquisition Corp.,| v: ,n/a,},
{ s: ,TNET,| n: ,TriNet Group Inc.,| v: ,63,},
{ s: ,TRN,| n: ,Trinity Industries Inc.,| v: ,21.58,},
{ s: ,TSE,| n: ,Trinseo S.A.,| v: ,43.48,},
{ s: ,TPVG,| n: ,TriplePoint Venture Growth BDC Corp.,| v: ,14.18,},
{ s: ,TPVY,| n: ,TriplePoint Venture Growth BDC Corp.,| v: ,25.7847,},
{ s: ,GTS,| n: ,Triple-S Management Corporation,| v: ,27.4,},
{ s: ,TRTN,| n: ,Triton International Limited,| v: ,31.67,},
{ s: ,TRTN^A,| n: ,Triton International Limited,| v: ,26.35,},
{ s: ,TGI,| n: ,Triumph Group Inc.,| v: ,22.46,},
{ s: ,TROX,| n: ,Tronox Holdings plc,| v: ,11.22,},
{ s: ,TBI,| n: ,TrueBlue Inc.,| v: ,24.03,},
{ s: ,TNP,| n: ,Tsakos Energy Navigation Ltd,| v: ,3.19,},
{ s: ,TNP^B,| n: ,Tsakos Energy Navigation Ltd,| v: ,25.08,},
{ s: ,TNP^C,| n: ,Tsakos Energy Navigation Ltd,| v: ,25.13,},
{ s: ,TNP^D,| n: ,Tsakos Energy Navigation Ltd,| v: ,22.97,},
{ s: ,TNP^E,| n: ,Tsakos Energy Navigation Ltd,| v: ,23.26,},
{ s: ,TNP^F,| n: ,Tsakos Energy Navigation Ltd,| v: ,22.8005,},
{ s: ,TUFN,| n: ,Tufin Software Technologies Ltd.,| v: ,22.13,},
{ s: ,TUP,| n: ,Tupperware Brands Corporation,| v: ,22.28,},
{ s: ,TKC,| n: ,Turkcell Iletisim Hizmetleri AS,| v: ,4.94,},
{ s: ,TPB,| n: ,Turning Point Brands Inc.,| v: ,47.7,},
{ s: ,TRQ,| n: ,Turquoise Hill Resources Ltd.,| v: ,1.38,},
{ s: ,TPC,| n: ,Tutor Perini Corporation,| v: ,16.97,},
{ s: ,TWLO,| n: ,Twilio Inc.,| v: ,134.28,},
{ s: ,TRWH,| n: ,Twin River Worldwide Holdings Inc.,| v: ,30.25,},
{ s: ,TWTR,| n: ,Twitter Inc.,| v: ,38.45,},
{ s: ,TWO,| n: ,Two Harbors Investments Corp,| v: ,13.43,},
{ s: ,TWO^A,| n: ,Two Harbors Investments Corp,| v: ,26.55,},
{ s: ,TWO^B,| n: ,Two Harbors Investments Corp,| v: ,25.35,},
{ s: ,TWO^C,| n: ,Two Harbors Investments Corp,| v: ,24.88,},
{ s: ,TWO^D,| n: ,Two Harbors Investments Corp,| v: ,25.03,},
{ s: ,TWO^E,| n: ,Two Harbors Investments Corp,| v: ,24.61,},
{ s: ,TYL,| n: ,Tyler Technologies Inc.,| v: ,218.23,},
{ s: ,TSN,| n: ,Tyson Foods Inc.,| v: ,79.81,},
{ s: ,USB,| n: ,U.S. Bancorp,| v: ,52.17,},
{ s: ,USB^A,| n: ,U.S. Bancorp,| v: ,799.1507,},
{ s: ,USB^H,| n: ,U.S. Bancorp,| v: ,19.43,},
{ s: ,USB^M,| n: ,U.S. Bancorp,| v: ,26.88,},
{ s: ,USB^O,| n: ,U.S. Bancorp,| v: ,25.23,},
{ s: ,USB^P,| n: ,U.S. Bancorp,| v: ,26.0999,},
{ s: ,USPH,| n: ,U.S. Physical Therapy Inc.,| v: ,118.01,},
{ s: ,SLCA,| n: ,U.S. Silica Holdings Inc.,| v: ,12.92,},
{ s: ,USX,| n: ,U.S. Xpress Enterprises Inc.,| v: ,6.02,},
{ s: ,UBER,| n: ,Uber Technologies Inc.,| v: ,41.57,},
{ s: ,UBS,| n: ,UBS AG,| v: ,12.13,},
{ s: ,UDR,| n: ,UDR Inc.,| v: ,44.4,},
{ s: ,UGI,| n: ,UGI Corporation,| v: ,55.01,},
{ s: ,UGP,| n: ,Ultrapar Participacoes S.A.,| v: ,5.49,},
{ s: ,UMH,| n: ,UMH Properties Inc.,| v: ,13.31,},
{ s: ,UMH^B,| n: ,UMH Properties Inc.,| v: ,26.1881,},
{ s: ,UMH^C,| n: ,UMH Properties Inc.,| v: ,25.09,},
{ s: ,UMH^D,| n: ,UMH Properties Inc.,| v: ,24.13,},
{ s: ,UA,| n: ,Under Armour Inc.,| v: ,19.23,},
{ s: ,UAA,| n: ,Under Armour Inc.,| v: ,21.79,},
{ s: ,UFI,| n: ,Unifi Inc.,| v: ,20.66,},
{ s: ,UNF,| n: ,Unifirst Corporation,| v: ,162.45,},
{ s: ,UN,| n: ,Unilever NV,| v: ,60,},
{ s: ,UL,| n: ,Unilever PLC,| v: ,60.6,},
{ s: ,UNP,| n: ,Union Pacific Corporation,| v: ,175.92,},
{ s: ,UIS,| n: ,Unisys Corporation,| v: ,10.26,},
{ s: ,UNT,| n: ,Unit Corporation,| v: ,11.69,},
{ s: ,UMC,| n: ,United Microelectronics Corporation,| v: ,2.12,},
{ s: ,UNFI,| n: ,United Natural Foods Inc.,| v: ,11.81,},
{ s: ,UPS,| n: ,United Parcel Service Inc.,| v: ,100.63,},
{ s: ,URI,| n: ,United Rentals Inc.,| v: ,132.51,},
{ s: ,USM,| n: ,United States Cellular Corporation,| v: ,48.09,},
{ s: ,UZA,| n: ,United States Cellular Corporation,| v: ,25.32,},
{ s: ,UZB,| n: ,United States Cellular Corporation,| v: ,25.96,},
{ s: ,UZC,| n: ,United States Cellular Corporation,| v: ,26.04,},
{ s: ,X,| n: ,United States Steel Corporation,| v: ,15.66,},
{ s: ,UTX,| n: ,United Technologies Corporation,| v: ,137.17,},
{ s: ,UNH,| n: ,UnitedHealth Group Incorporated,| v: ,240.59,},
{ s: ,UTL,| n: ,UNITIL Corporation,| v: ,56.92,},
{ s: ,UNVR,| n: ,Univar Inc.,| v: ,22.94,},
{ s: ,UVV,| n: ,Universal Corporation,| v: ,52.37,},
{ s: ,UHT,| n: ,Universal Health Realty Income Trust,| v: ,84.71,},
{ s: ,UHS,| n: ,Universal Health Services Inc.,| v: ,122.79,},
{ s: ,UVE,| n: ,UNIVERSAL INSURANCE HOLDINGS INC,| v: ,29.77,},
{ s: ,UTI,| n: ,Universal Technical Institute Inc,| v: ,3.35,},
{ s: ,UNM,| n: ,Unum Group,| v: ,36.22,},
{ s: ,UNMA,| n: ,Unum Group,| v: ,25.8699,},
{ s: ,UE,| n: ,Urban Edge Properties,| v: ,17.93,},
{ s: ,UBA,| n: ,Urstadt Biddle Properties Inc.,| v: ,23.03,},
{ s: ,UBP,| n: ,Urstadt Biddle Properties Inc.,| v: ,18,},
{ s: ,UBP^G,| n: ,Urstadt Biddle Properties Inc.,| v: ,25.453,},
{ s: ,UBP^H,| n: ,Urstadt Biddle Properties Inc.,| v: ,25.8746,},
{ s: ,USFD,| n: ,US Foods Holding Corp.,| v: ,38.8,},
{ s: ,USAC,| n: ,USA Compression Partners LP,| v: ,17.46,},
{ s: ,USNA,| n: ,USANA Health Sciences Inc.,| v: ,81.52,},
{ s: ,USDP,| n: ,USD Partners LP,| v: ,10.73,},
{ s: ,BIF,| n: ,USLIFE Income Fund Inc.,| v: ,11,},
{ s: ,VFC,| n: ,V.F. Corporation,| v: ,92.91,},
{ s: ,VFC$,| n: ,V.F. Corporation,| v: ,n/a,},
{ s: ,EGY,| n: ,VAALCO Energy Inc. ,| v: ,1.72,},
{ s: ,MTN,| n: ,Vail Resorts Inc.,| v: ,225.09,},
{ s: ,VALE,| n: ,VALE S.A.,| v: ,12.47,},
{ s: ,VLO,| n: ,Valero Energy Corporation,| v: ,83.73,},
{ s: ,VHI,| n: ,Valhi Inc.,| v: ,2.41,},
{ s: ,VMI,| n: ,Valmont Industries Inc.,| v: ,124.45,},
{ s: ,VVV,| n: ,Valvoline Inc.,| v: ,18.13,},
{ s: ,VAPO,| n: ,Vapotherm Inc.,| v: ,18.76,},
{ s: ,VAR,| n: ,Varian Medical Systems Inc.,| v: ,134.78,},
{ s: ,VGR,| n: ,Vector Group Ltd.,| v: ,9.6,},
{ s: ,VEC,| n: ,Vectrus Inc.,| v: ,38.01,},
{ s: ,VEDL,| n: ,Vedanta Limited,| v: ,9.11,},
{ s: ,VEEV,| n: ,Veeva Systems Inc.,| v: ,144.53,},
{ s: ,VNTR,| n: ,Venator Materials PLC,| v: ,5.34,},
{ s: ,VTR,| n: ,Ventas Inc.,| v: ,62.55,},
{ s: ,VNE,| n: ,Veoneer Inc.,| v: ,20.52,},
{ s: ,VER,| n: ,VEREIT Inc.,| v: ,8.4,},
{ s: ,VER^F,| n: ,VEREIT Inc.,| v: ,25.23,},
{ s: ,VRTV,| n: ,Veritiv Corporation,| v: ,24.74,},
{ s: ,VZ,| n: ,Verizon Communications Inc.,| v: ,56.91,},
{ s: ,VET,| n: ,Vermilion Energy Inc.,| v: ,23.53,},
{ s: ,VRS,| n: ,Verso Corporation,| v: ,21.22,},
{ s: ,VSM,| n: ,Versum Materials Inc.,| v: ,51.9,},
{ s: ,VVI,| n: ,Viad Corp,| v: ,62,},
{ s: ,VICI,| n: ,VICI Properties Inc.,| v: ,22.42,},
{ s: ,VNCE,| n: ,Vince Holding Corp.,| v: ,15.49,},
{ s: ,VIPS,| n: ,Vipshop Holdings Limited,| v: ,8.5,},
{ s: ,ZTR,| n: ,Virtus Global Dividend & Income Fund Inc.,| v: ,10.93,},
{ s: ,VGI,| n: ,Virtus Global Multi-Sector Income Fund,| v: ,12.45,},
{ s: ,ZF,| n: ,Virtus Total Return Fund Inc.,| v: ,9.96,},
{ s: ,V,| n: ,Visa Inc.,| v: ,160.71,},
{ s: ,VSH,| n: ,Vishay Intertechnology Inc.,| v: ,17.27,},
{ s: ,VPG,| n: ,Vishay Precision Group Inc.,| v: ,40.56,},
{ s: ,VSTO,| n: ,Vista Outdoor Inc.,| v: ,10.15,},
{ s: ,DYNC,| n: ,Vistra Energy Corp.,| v: ,98.21,},
{ s: ,VST,| n: ,Vistra Energy Corp.,| v: ,24.83,},
{ s: ,VST.WS.A,| n: ,Vistra Energy Corp.,| v: ,n/a,},
{ s: ,VSI,| n: ,Vitamin Shoppe Inc,| v: ,5.05,},
{ s: ,VSLR,| n: ,Vivint Solar Inc.,| v: ,6.42,},
{ s: ,VMW,| n: ,Vmware Inc.,| v: ,200.07,},
{ s: ,VOC,| n: ,VOC Energy Trust,| v: ,5.76,},
{ s: ,VCRA,| n: ,Vocera Communications Inc.,| v: ,35.14,},
{ s: ,VG,| n: ,Vonage Holdings Corp.,| v: ,11.62,},
{ s: ,VNO,| n: ,Vornado Realty Trust,| v: ,66.7,},
{ s: ,VNO^K,| n: ,Vornado Realty Trust,| v: ,25.22,},
{ s: ,VNO^L,| n: ,Vornado Realty Trust,| v: ,24.77,},
{ s: ,VNO^M,| n: ,Vornado Realty Trust,| v: ,23.761,},
{ s: ,VJET,| n: ,voxeljet AG,| v: ,1.89,},
{ s: ,IAE,| n: ,Voya Asia Pacific High Dividend Equity Income Fund,| v: ,8.84,},
{ s: ,IHD,| n: ,Voya Emerging Markets High Income Dividend Equity Fund,| v: ,7.79,},
{ s: ,VOYA,| n: ,Voya Financial Inc.,| v: ,53.99,},
{ s: ,IGA,| n: ,Voya Global Advantage and Premium Opportunity Fund,| v: ,10.53,},
{ s: ,IGD,| n: ,Voya Global Equity Dividend and Premium Opportunity Fund,| v: ,6.5,},
{ s: ,IDE,| n: ,Voya Infrastructure Industrials and Materials Fund,| v: ,12.06,},
{ s: ,IID,| n: ,Voya International High Dividend Equity Income Fund,| v: ,5.82,},
{ s: ,IRR,| n: ,Voya Natural Resources Equity Income Fund,| v: ,4.97,},
{ s: ,PPR,| n: ,Voya Prime Rate Trust,| v: ,4.8,},
{ s: ,VMC,| n: ,Vulcan Materials Company,| v: ,128.94,},
{ s: ,WTI,| n: ,W&T Offshore Inc.,| v: ,5.12,},
{ s: ,WPC,| n: ,W.P. Carey Inc.,| v: ,79.13,},
{ s: ,WRB,| n: ,W.R. Berkley Corporation,| v: ,61.47,},
{ s: ,WRB^B,| n: ,W.R. Berkley Corporation,| v: ,25.05,},
{ s: ,WRB^C,| n: ,W.R. Berkley Corporation,| v: ,25.87,},
{ s: ,WRB^D,| n: ,W.R. Berkley Corporation,| v: ,25.45,},
{ s: ,WRB^E,| n: ,W.R. Berkley Corporation,| v: ,25.38,},
{ s: ,GRA,| n: ,W.R. Grace & Co.,| v: ,74.67,},
{ s: ,GWW,| n: ,W.W. Grainger Inc.,| v: ,267.69,},
{ s: ,WNC,| n: ,Wabash National Corporation,| v: ,14.76,},
{ s: ,WBC,| n: ,Wabco Holdings Inc.,| v: ,132.17,},
{ s: ,WDR,| n: ,Waddell & Reed Financial Inc.,| v: ,17.66,},
{ s: ,WAGE,| n: ,WageWorks Inc.,| v: ,49.1,},
{ s: ,WD,| n: ,Walker & Dunlop Inc.,| v: ,54.95,},
{ s: ,WMT,| n: ,Walmart Inc.,| v: ,101.91,},
{ s: ,DIS,| n: ,Walt Disney Company (The),| v: ,134.04,},
{ s: ,HCC,| n: ,Warrior Met Coal Inc.,| v: ,28.36,},
{ s: ,WPG,| n: ,Washington Prime Group Inc.,| v: ,4.75,},
{ s: ,WPG^H,| n: ,Washington Prime Group Inc.,| v: ,22.15,},
{ s: ,WPG^I,| n: ,Washington Prime Group Inc.,| v: ,19.9,},
{ s: ,WRE,| n: ,Washington Real Estate Investment Trust,| v: ,27.77,},
{ s: ,WCN,| n: ,Waste Connections Inc.,| v: ,92.86,},
{ s: ,WM,| n: ,Waste Management Inc.,| v: ,106.99,},
{ s: ,WAT,| n: ,Waters Corporation,| v: ,216.96,},
{ s: ,WSO,| n: ,Watsco Inc.,| v: ,159.68,},
{ s: ,WSO.B,| n: ,Watsco Inc.,| v: ,n/a,},
{ s: ,WTS,| n: ,Watts Water Technologies Inc.,| v: ,84.99,},
{ s: ,W,| n: ,Wayfair Inc.,| v: ,145.27,},
{ s: ,WFT,| n: ,Weatherford International plc,| v: ,0.3656,},
{ s: ,WBS,| n: ,Webster Financial Corporation,| v: ,51.83,},
{ s: ,WBS^F,| n: ,Webster Financial Corporation,| v: ,24.81,},
{ s: ,WEC,| n: ,WEC Energy Group Inc.,| v: ,79.21,},
{ s: ,WEI,| n: ,Weidai Ltd.,| v: ,9.93,},
{ s: ,WRI,| n: ,Weingarten Realty Investors,| v: ,29.26,},
{ s: ,WMK,| n: ,Weis Markets Inc.,| v: ,40.22,},
{ s: ,WBT,| n: ,Welbilt Inc.,| v: ,16.06,},
{ s: ,WCG,| n: ,WellCare Health Plans Inc.,| v: ,273.62,},
{ s: ,WFC,| n: ,Wells Fargo & Company,| v: ,47.15,},
{ s: ,WFC^L,| n: ,Wells Fargo & Company,| v: ,1320,},
{ s: ,WFC^N,| n: ,Wells Fargo & Company,| v: ,24.98,},
{ s: ,WFC^O,| n: ,Wells Fargo & Company,| v: ,24.89,},
{ s: ,WFC^P,| n: ,Wells Fargo & Company,| v: ,24.93,},
{ s: ,WFC^Q,| n: ,Wells Fargo & Company,| v: ,26.35,},
{ s: ,WFC^R,| n: ,Wells Fargo & Company,| v: ,28.22,},
{ s: ,WFC^T,| n: ,Wells Fargo & Company,| v: ,25.65,},
{ s: ,WFC^V,| n: ,Wells Fargo & Company,| v: ,26.19,},
{ s: ,WFC^W,| n: ,Wells Fargo & Company,| v: ,25.895,},
{ s: ,WFC^X,| n: ,Wells Fargo & Company,| v: ,25.5,},
{ s: ,WFC^Y,| n: ,Wells Fargo & Company,| v: ,25.657,},
{ s: ,WFE^A,| n: ,Wells Fargo & Company,| v: ,25.58,},
{ s: ,EOD,| n: ,Wells Fargo Global Dividend Opportunity Fund,| v: ,5.33,},
{ s: ,WELL,| n: ,Welltower Inc.,| v: ,77.53,},
{ s: ,WAIR,| n: ,Wesco Aircraft Holdings Inc.,| v: ,10.04,},
{ s: ,WCC,| n: ,WESCO International Inc.,| v: ,54.03,},
{ s: ,WST,| n: ,West Pharmaceutical Services Inc.,| v: ,120.41,},
{ s: ,WAL,| n: ,Western Alliance Bancorporation,| v: ,47.63,},
{ s: ,WALA,| n: ,Western Alliance Bancorporation,| v: ,25.97,},
{ s: ,WEA,| n: ,Western Asset Bond Fund,| v: ,13.24,},
{ s: ,TLI,| n: ,Western Asset Corporate Loan Fund Inc,| v: ,9.64,},
{ s: ,EMD,| n: ,Western Asset Emerging Markets Debt Fund Inc,| v: ,13.84,},
{ s: ,GDO,| n: ,Western Asset Global Corporate Defined Opportunity Fund Inc.,| v: ,16.9,},
{ s: ,EHI,| n: ,Western Asset Global High Income Fund Inc,| v: ,9.75,},
{ s: ,HIX,| n: ,Western Asset High Income Fund II Inc.,| v: ,6.63,},
{ s: ,HIO,| n: ,Western Asset High Income Opportunity Fund Inc.,| v: ,4.94,},
{ s: ,HYI,| n: ,Western Asset High Yield Defined Opportunity Fund Inc.,| v: ,14.87,},
{ s: ,SBI,| n: ,Western Asset Intermediate Muni Fund Inc,| v: ,8.83,},
{ s: ,IGI,| n: ,Western Asset Investment Grade Defined Opportunity Trust Inc.,| v: ,20.92,},
{ s: ,PAI,| n: ,Western Asset Investment Grade Income Fund Inc.,| v: ,14.75,},
{ s: ,MMU,| n: ,Western Asset Managed Municipals Fund Inc.,| v: ,13.54,},
{ s: ,WMC,| n: ,Western Asset Mortgage Capital Corporation,| v: ,10.6,},
{ s: ,DMO,| n: ,Western Asset Mortgage Defined Opportunity Fund Inc,| v: ,20.98,},
{ s: ,MTT,| n: ,Western Asset Municipal Defined Opportunity Trust Inc,| v: ,21.3,},
{ s: ,MHF,| n: ,Western Asset Municipal High Income Fund Inc.,| v: ,7.4089,},
{ s: ,MNP,| n: ,Western Asset Municipal Partners Fund Inc.,| v: ,14.61,},
{ s: ,GFY,| n: ,Western Asset Variable Rate Strategic Fund Inc.,| v: ,15.91,},
{ s: ,WIW,| n: ,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,| v: ,10.77,},
{ s: ,WIA,| n: ,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,| v: ,11.09,},
{ s: ,WES,| n: ,Western Midstream Partners LP,| v: ,29.81,},
{ s: ,WU,| n: ,Western Union Company (The),| v: ,19.4,},
{ s: ,WAB,| n: ,Westinghouse Air Brake Technologies Corporation,| v: ,73.04,},
{ s: ,WLK,| n: ,Westlake Chemical Corporation,| v: ,61,},
{ s: ,WLKP,| n: ,Westlake Chemical Partners LP,| v: ,22.46,},
{ s: ,WBK,| n: ,Westpac Banking Corporation,| v: ,19.18,},
{ s: ,WRK,| n: ,Westrock Company,| v: ,37.23,},
{ s: ,WHG,| n: ,Westwood Holdings Group Inc,| v: ,30.01,},
{ s: ,WEX,| n: ,WEX Inc.,| v: ,206.47,},
{ s: ,WY,| n: ,Weyerhaeuser Company,| v: ,25.55,},
{ s: ,WPM,| n: ,Wheaton Precious Metals Corp.,| v: ,20.13,},
{ s: ,WHR,| n: ,Whirlpool Corporation,| v: ,134.32,},
{ s: ,WTM,| n: ,White Mountains Insurance Group Ltd.,| v: ,966.8,},
{ s: ,WSR,| n: ,Whitestone REIT,| v: ,12.84,},
{ s: ,WLL,| n: ,Whiting Petroleum Corporation,| v: ,23.89,},
{ s: ,WOW,| n: ,WideOpenWest Inc.,| v: ,8.42,},
{ s: ,WMB,| n: ,Williams Companies Inc. (The),| v: ,27.55,},
{ s: ,WSM,| n: ,Williams-Sonoma Inc.,| v: ,54.86,},
{ s: ,WGO,| n: ,Winnebago Industries Inc.,| v: ,34.62,},
{ s: ,WIT,| n: ,Wipro Limited,| v: ,4.51,},
{ s: ,WNS,| n: ,WNS (Holdings) Limited,| v: ,54.73,},
{ s: ,WWW,| n: ,Wolverine World Wide Inc.,| v: ,31.36,},
{ s: ,WF,| n: ,Woori Bank,| v: ,34.95,},
{ s: ,WK,| n: ,Workiva Inc.,| v: ,55.56,},
{ s: ,INT,| n: ,World Fuel Services Corporation,| v: ,29.56,},
{ s: ,WWE,| n: ,World Wrestling Entertainment Inc.,| v: ,84.03,},
{ s: ,WP,| n: ,Worldpay Inc.,| v: ,118.27,},
{ s: ,WOR,| n: ,Worthington Industries Inc.,| v: ,39.47,},
{ s: ,WPP,| n: ,WPP plc,| v: ,63.28,},
{ s: ,WPX,| n: ,WPX Energy Inc.,| v: ,12.5,},
{ s: ,WYND,| n: ,Wyndham Destinations Inc.,| v: ,43.88,},
{ s: ,WH,| n: ,Wyndham Hotels & Resorts Inc.,| v: ,55.75,},
{ s: ,XYF,| n: ,X Financial,| v: ,4.87,},
{ s: ,XFLT,| n: ,XAI Octagon Floating Rate & Alternative Income Term Trust,| v: ,8.7,},
{ s: ,XHR,| n: ,Xenia Hotels & Resorts Inc.,| v: ,22.61,},
{ s: ,XRX,| n: ,Xerox Corporation,| v: ,32.23,},
{ s: ,XIN,| n: ,Xinyuan Real Estate Co Ltd,| v: ,4.44,},
{ s: ,XPO,| n: ,XPO Logistics Inc.,| v: ,61.45,},
{ s: ,XYL,| n: ,Xylem Inc.,| v: ,78.18,},
{ s: ,AUY,| n: ,Yamana Gold Inc.,| v: ,2.02,},
{ s: ,YELP,| n: ,Yelp Inc.,| v: ,34.02,},
{ s: ,YETI,| n: ,YETI Holdings Inc.,| v: ,29,},
{ s: ,YEXT,| n: ,Yext Inc.,| v: ,21.03,},
{ s: ,YRD,| n: ,Yirendai Ltd.,| v: ,15.55,},
{ s: ,YPF,| n: ,YPF Sociedad Anonima,| v: ,14.63,},
{ s: ,YUMC,| n: ,Yum China Holdings Inc.,| v: ,44.85,},
{ s: ,YUM,| n: ,Yum! Brands Inc.,| v: ,101.43,},
{ s: ,ZAYO,| n: ,Zayo Group Holdings Inc.,| v: ,32.83,},
{ s: ,ZEN,| n: ,Zendesk Inc.,| v: ,88.58,},
{ s: ,ZBH,| n: ,Zimmer Biomet Holdings Inc.,| v: ,121.97,},
{ s: ,ZB^A,| n: ,Zions Bancorporation N.A.,| v: ,23.55,},
{ s: ,ZB^G,| n: ,Zions Bancorporation N.A.,| v: ,27.68,},
{ s: ,ZB^H,| n: ,Zions Bancorporation N.A.,| v: ,25.52,},
{ s: ,ZBK,| n: ,Zions Bancorporation N.A.,| v: ,29.0499,},
{ s: ,ZTS,| n: ,Zoetis Inc.,| v: ,102.29,},
{ s: ,ZTO,| n: ,ZTO Express (Cayman) Inc.,| v: ,19.01,},
{ s: ,ZUO,| n: ,Zuora Inc.,| v: ,22.35,},
{ s: ,ZYME,| n: ,Zymeworks Inc.,| v: ,18.18,},
{ s: ,YI,| n: ,111 Inc.,| v: ,8.01,},
{ s: ,PIH,| n: ,1347 Property Insurance Holdings Inc.,| v: ,4.9899,},
{ s: ,PIHPP,| n: ,1347 Property Insurance Holdings Inc.,| v: ,25.335,},
{ s: ,TURN,| n: ,180 Degree Capital Corp.,| v: ,1.97,},
{ s: ,FLWS,| n: ,1-800 FLOWERS.COM Inc.,| v: ,19.29,},
{ s: ,BCOW,| n: ,1895 Bancorp of Wisconsin Inc.,| v: ,9.566,},
{ s: ,FCCY,| n: ,1st Constitution Bancorp (NJ),| v: ,18.95,},
{ s: ,SRCE,| n: ,1st Source Corporation,| v: ,47.38,},
{ s: ,VNET,| n: ,21Vianet Group Inc.,| v: ,7.74,},
{ s: ,TWOU,| n: ,2U Inc.,| v: ,41.63,},
{ s: ,QFIN,| n: ,360 Finance Inc.,| v: ,20.44,},
{ s: ,JOBS,| n: ,51job Inc.,| v: ,74.07,},
{ s: ,JFKKU,| n: ,8i Enterprises Acquisition Corp,| v: ,10.0754,},
{ s: ,EGHT,| n: ,8x8 Inc,| v: ,24,},
{ s: ,AAON,| n: ,AAON Inc.,| v: ,48.4,},
{ s: ,ABEO,| n: ,Abeona Therapeutics Inc.,| v: ,7.68,},
{ s: ,ABEOW,| n: ,Abeona Therapeutics Inc.,| v: ,3.1,},
{ s: ,ABIL,| n: ,Ability Inc.,| v: ,1.32,},
{ s: ,ABMD,| n: ,ABIOMED Inc.,| v: ,258.92,},
{ s: ,AXAS,| n: ,Abraxas Petroleum Corporation,| v: ,1.19,},
{ s: ,ACIU,| n: ,AC Immune SA,| v: ,5.16,},
{ s: ,ACIA,| n: ,Acacia Communications Inc.,| v: ,55.53,},
